Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Rating,Total_Sales,Customer type_Member,Customer type_Memberr,Customer type_Normal,Gender_Male,Payment_Credit card,Payment_Ewallet
505-02-0892,B,0,0,1,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12,5.6,42.5742.5742.5742.5742.5742.5742.5742.57,True,False,False,True,False,True
234-65-2137,C,0,1,0,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:32,4.8,95.5895.5895.5895.5895.5895.5895.5895.5895.5895.58,False,False,True,True,False,False
687-47-8271,A,1,0,0,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20,8.7,98.9898.9898.9898.9898.9898.9898.9898.9898.9898.98,False,False,True,True,True,False
796-32-9050,A,1,0,0,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31,6.5,51.2851.2851.2851.2851.2851.28,False,False,True,True,False,False
105-31-1824,A,1,0,0,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10,8.5,69.5269.5269.5269.5269.5269.5269.52,True,False,False,True,True,False
249-42-3782,A,1,0,0,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36,5.5,70.0170.0170.0170.0170.01,False,False,True,True,False,True
316-55-4634,B,0,0,1,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45,9.4,80.0580.0580.0580.0580.05,True,False,False,True,True,False
733-33-4967,C,0,1,0,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17,6.3,20.8520.8520.8520.8520.8520.8520.8520.85,False,False,True,True,False,False
608-27-6295,B,0,0,1,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:34,9.8,52.8952.8952.8952.8952.8952.89,True,False,False,True,True,False
414-12-7047,B,0,0,1,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04,8.7,19.7919.7919.7919.7919.7919.7919.7919.79,False,False,True,True,False,True
827-26-2100,A,1,0,0,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:21,8.8,33.8433.8433.8433.8433.8433.8433.8433.8433.84,True,False,False,True,False,True
175-54-2529,A,1,0,0,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01,9.6,22.1722.1722.1722.1722.1722.1722.1722.17,True,False,False,True,True,False
139-52-2867,C,0,1,0,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50,4.8,22.5122.5122.5122.5122.5122.5122.51,False,False,True,False,True,False
407-63-8975,A,1,0,0,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:16,4.4,73.8873.8873.8873.8873.8873.88,False,False,True,True,False,True
342-65-4817,C,0,1,0,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47,9.9,86.886.886.8,True,False,False,True,False,True
130-98-8941,C,0,1,0,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00,5.7,64.2664.2664.2664.2664.2664.2664.26,False,False,True,True,False,False
434-83-9547,C,0,1,0,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51,7.7,38.4738.4738.4738.4738.4738.4738.4738.47,True,False,False,True,False,False
851-28-6367,A,1,0,0,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55,8.0,15.515.515.515.515.515.515.515.515.515.5,True,False,False,True,False,True
824-88-3614,C,0,1,0,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00,5.7,34.3134.3134.3134.3134.3134.3134.3134.31,False,False,True,True,False,True
586-25-0848,A,1,0,0,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19,6.7,12.3412.3412.3412.3412.3412.3412.34,False,False,True,False,True,False
895-66-0685,B,0,0,1,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:46,8.0,18.0818.0818.08,True,False,False,True,False,True
305-14-0245,B,0,0,1,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00,7.5,94.4994.4994.4994.4994.4994.4994.4994.49,True,False,False,False,False,True
732-04-5373,B,0,0,1,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53,7.0,46.4746.4746.4746.47,True,False,False,True,False,False
400-60-7251,A,1,0,0,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50,9.9,74.07,False,False,True,True,False,True
593-65-1552,C,0,1,0,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50,5.9,69.8169.8169.8169.81,False,False,True,False,True,False
284-34-9626,B,0,0,1,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39,7.2,77.0477.0477.04,False,False,True,False,True,False
437-58-8131,B,0,0,1,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41,4.6,73.5273.52,False,False,True,False,False,True
286-43-6208,C,0,1,0,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08,9.2,87.887.887.887.887.887.887.887.887.8,False,False,True,False,False,False
641-43-2399,B,0,0,1,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,5.7,25.5525.5525.5525.55,False,False,True,True,False,True
831-07-6050,A,1,0,0,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30,9.9,32.7132.7132.7132.7132.71,False,False,True,True,True,False
556-86-3144,C,0,1,0,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30,5.0,74.29,True,False,False,False,False,False
848-24-9445,C,0,1,0,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03,4.9,43.743.7,True,False,False,True,False,False
856-22-8149,A,1,0,0,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13,6.1,25.29,False,False,True,False,False,True
699-01-4164,C,0,1,0,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,8.2,41.541.541.541.5,False,False,True,True,True,False
420-11-4919,C,0,1,0,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,5.5,71.3971.3971.3971.3971.39,True,False,False,False,True,False
606-80-4905,C,0,1,0,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,6.8,19.1519.1519.1519.1519.1519.15,True,False,False,False,True,False
542-41-0513,B,0,0,1,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57,6.6,57.4957.4957.4957.49,True,False,False,False,False,False
426-39-2418,C,0,1,0,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,9.8,61.4161.4161.4161.4161.4161.4161.41,False,False,True,True,False,False
875-46-5808,B,0,0,1,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51,8.7,25.925.925.925.925.925.925.925.925.925.9,True,False,False,True,False,True
394-43-4238,B,0,0,1,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42,5.4,17.7717.7717.7717.7717.77,True,False,False,True,True,False
749-24-1565,A,1,0,0,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02,7.9,23.0323.0323.0323.0323.0323.0323.0323.0323.03,False,False,True,False,False,True
672-51-8681,C,0,1,0,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19,9.7,66.6566.6566.6566.6566.6566.6566.6566.6566.65,True,False,False,False,True,False
263-87-5680,C,0,1,0,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38,7.8,28.5328.5328.5328.5328.5328.5328.5328.5328.5328.53,True,False,False,False,False,True
573-58-9734,B,0,0,1,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41,5.1,30.3730.3730.37,False,False,True,False,False,True
817-69-8206,B,0,0,1,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42,6.5,99.7399.7399.7399.7399.7399.7399.7399.7399.73,False,False,True,False,True,False
888-02-0338,A,1,0,0,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24,5.9,26.2326.2326.2326.2326.2326.2326.2326.2326.23,False,False,True,True,False,True
677-11-0152,C,0,1,0,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08,8.8,93.2693.2693.2693.2693.2693.2693.2693.2693.26,False,False,True,False,False,False
142-63-6033,B,0,0,1,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17,4.9,92.3692.3692.3692.3692.36,False,False,True,True,False,True
656-16-1063,B,0,0,1,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24,4.4,46.4246.4246.42,False,False,True,True,True,False
891-58-8335,B,0,0,1,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53,6.5,29.6129.6129.6129.6129.6129.6129.61,True,False,False,False,False,False
802-43-8934,A,1,0,0,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05,8.3,18.28,False,False,True,True,True,False
560-30-5617,B,0,0,1,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27,8.5,24.7724.7724.7724.7724.77,False,False,True,False,False,False
319-74-2561,A,1,0,0,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55,5.5,94.6494.6494.64,True,False,False,False,False,False
549-03-9315,B,0,0,1,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,8.7,94.8794.8794.8794.8794.8794.8794.8794.87,False,False,True,True,False,True
790-29-1172,B,0,0,1,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59,7.9,57.3457.3457.34,False,False,True,False,True,False
239-36-3640,B,0,0,1,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44,6.1,45.3545.3545.3545.3545.3545.35,False,False,True,True,False,True
468-01-2051,B,0,0,1,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46,5.4,62.0862.0862.0862.0862.0862.0862.08,False,False,True,True,False,True
389-25-3394,C,0,1,0,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,9.4,11.8111.8111.8111.8111.81,False,False,True,True,False,False
279-62-1445,C,0,1,0,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,8.2,12.54,True,False,False,False,False,False
213-72-6612,A,1,0,0,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,6.2,43.2543.25,False,False,True,True,False,False
746-68-6593,C,0,1,0,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29,9.7,87.1687.16,True,False,False,False,True,False
836-82-5858,B,0,0,1,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14,4.0,69.3769.3769.3769.3769.3769.3769.3769.3769.37,True,False,False,True,False,True
583-72-1480,C,0,1,0,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,9.7,37.0637.0637.0637.06,True,False,False,True,False,True
466-61-5506,B,0,0,1,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,5.3,90.790.790.790.790.790.7,True,False,False,False,False,False
721-86-6247,A,1,0,0,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55,7.4,63.4263.4263.4263.4263.4263.4263.4263.42,False,False,True,False,False,True
289-65-5721,B,0,0,1,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,6.5,81.3781.37,False,False,True,False,False,False
545-46-3100,B,0,0,1,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,8.7,10.5910.5910.59,True,False,False,False,True,False
418-02-5978,B,0,0,1,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,8.0,84.0984.0984.0984.0984.0984.0984.0984.0984.09,False,False,True,False,False,False
269-04-5750,B,0,0,1,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,6.7,73.8273.8273.8273.82,True,False,False,True,False,False
157-13-5295,A,1,0,0,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,6.5,51.9451.9451.9451.9451.9451.9451.9451.9451.9451.94,True,False,False,True,False,True
645-78-8093,A,1,0,0,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,4.1,93.1493.14,False,False,True,False,False,True
211-30-9270,C,0,1,0,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,4.9,17.4117.4117.4117.4117.41,False,False,True,True,True,False
755-12-3214,C,0,1,0,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,8.6,44.2244.2244.2244.2244.22,True,False,False,False,True,False
346-84-3103,B,0,0,1,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26,4.3,13.2213.2213.2213.2213.22,False,True,False,False,False,False
478-06-7835,A,1,0,0,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,4.9,89.69,False,False,True,True,False,True
540-11-4336,A,1,0,0,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49,5.6,24.9424.9424.9424.9424.9424.9424.9424.9424.94,False,False,True,True,True,False
448-81-5016,A,1,0,0,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01,5.8,59.7759.77,False,False,True,True,True,False
142-72-4741,C,0,1,0,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,6.0,93.293.2,True,False,False,True,True,False
217-58-1179,A,1,0,0,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,4.2,62.6562.6562.6562.65,True,False,False,True,False,False
376-02-8238,B,0,0,1,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,8.3,93.8793.8793.8793.8793.8793.8793.8793.87,False,False,True,True,True,False
530-90-9855,A,1,0,0,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47,5.7,47.5947.5947.5947.5947.5947.5947.5947.59,True,False,False,True,False,False
866-05-7563,B,0,0,1,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,4.8,81.481.481.4,True,False,False,False,False,False
604-70-6476,A,1,0,0,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,6.8,17.9417.9417.9417.9417.94,True,False,False,True,False,True
799-71-1548,A,1,0,0,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,8.8,77.7277.7277.7277.72,True,False,False,True,True,False
785-13-7708,B,0,0,1,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,4.2,73.0673.0673.0673.0673.0673.0673.06,False,False,True,True,True,False
845-51-0542,B,0,0,1,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,6.4,46.5546.5546.5546.5546.5546.5546.5546.5546.55,True,False,False,True,False,True
662-47-5456,C,0,1,0,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,8.4,35.1935.1935.1935.1935.1935.1935.1935.1935.1935.19,True,False,False,True,True,False
883-17-4236,C,0,1,0,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,7.2,14.3914.39,False,False,True,False,True,False
290-68-2984,A,1,0,0,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,5.2,23.7523.7523.7523.75,False,False,True,True,False,False
704-11-6354,A,1,0,0,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,8.9,58.958.958.958.958.958.958.958.9,True,False,False,True,False,False
110-48-7033,B,0,0,1,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,9.0,32.6232.6232.6232.62,True,False,False,True,False,False
366-93-0948,A,1,0,0,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,9.7,66.35,True,False,False,True,True,False
729-09-9681,A,1,0,0,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,8.7,25.9125.9125.9125.9125.9125.91,True,False,False,True,False,True
151-16-1484,A,1,0,0,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,6.5,32.2532.2532.2532.25,True,False,False,True,False,True
380-94-4661,C,0,1,0,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,6.9,65.9465.9465.9465.94,True,False,False,True,True,False
850-41-9669,A,1,0,0,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,6.2,75.0675.0675.0675.0675.0675.0675.0675.0675.06,False,False,True,False,False,True
821-07-3596,C,0,1,0,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,5.6,16.4516.4516.4516.45,False,False,True,False,False,True
655-85-5130,B,0,0,1,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,5.7,38.338.338.338.3,True,False,False,False,False,False
447-15-7839,A,1,0,0,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,4.2,22.2422.2422.2422.2422.2422.2422.2422.2422.2422.24,True,False,False,False,False,False
154-74-7179,B,0,0,1,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,7.9,54.45,False,False,True,True,False,True
253-12-6086,A,1,0,0,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,8.7,98.498.498.498.498.498.498.4,True,False,False,False,True,False
808-65-0703,C,0,1,0,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,6.9,35.4735.4735.4735.47,False,False,True,True,True,False
571-94-0759,B,0,0,1,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,9.5,74.674.674.674.674.674.674.674.674.674.6,True,False,False,False,False,False
144-51-6085,A,1,0,0,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,4.4,70.7470.7470.7470.74,True,False,False,True,True,False
731-14-2199,A,1,0,0,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,7.0,35.5435.5435.5435.5435.5435.5435.5435.5435.5435.54,True,False,False,False,False,True
783-09-1637,B,0,0,1,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,6.3,67.4367.4367.4367.4367.43,False,False,True,False,False,True
687-15-1097,C,0,1,0,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,9.7,21.1221.12,True,False,False,False,False,False
126-54-1082,A,1,0,0,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,8.8,21.5421.5421.5421.5421.5421.5421.5421.5421.54,True,False,False,False,True,False
633-91-1052,A,1,0,0,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,5.1,12.0312.03,False,False,True,False,False,False
477-24-6490,B,0,0,1,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,7.9,99.7199.7199.7199.7199.7199.71,False,False,True,False,False,True
566-19-5475,B,0,0,1,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,6.2,47.9747.9747.9747.9747.9747.9747.97,False,False,True,True,False,False
526-86-8552,C,0,1,0,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,7.1,21.8221.8221.8221.8221.8221.8221.8221.8221.8221.82,True,False,False,False,False,False
376-56-3573,C,0,1,0,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,6.4,95.4295.4295.4295.42,False,False,True,False,False,True
537-72-0426,C,0,1,0,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,5.7,70.9970.9970.9970.9970.9970.9970.9970.9970.9970.99,True,False,False,True,False,False
828-61-5674,A,1,0,0,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,9.6,44.0244.0244.0244.0244.0244.0244.0244.0244.0244.02,True,False,False,True,True,False
136-08-6195,A,1,0,0,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,6.4,69.9669.9669.9669.9669.9669.9669.9669.96,False,False,True,False,True,False
523-38-0215,C,0,1,0,Home and lifestyle,37,1,1.85,38.85,2019-03-06,13:29,7.9,37,False,False,True,True,True,False
490-29-1201,A,1,0,0,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,6.5,15.34,False,False,True,False,False,False
667-92-0055,A,1,0,0,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,8.5,99.8399.8399.8399.8399.8399.83,True,False,False,True,False,True
565-17-3836,A,1,0,0,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,9.1,47.6747.6747.6747.67,True,False,False,False,False,False
498-41-1961,B,0,0,1,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,7.6,66.6866.6866.6866.6866.68,False,False,True,True,False,False
593-95-4461,C,0,1,0,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49,6.9,74.86,True,False,False,True,False,False
226-71-3580,C,0,1,0,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,9.5,23.7523.7523.7523.7523.7523.7523.7523.7523.75,False,False,True,False,False,False
283-79-9594,B,0,0,1,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,5.2,48.5148.5148.5148.5148.5148.5148.51,False,False,True,False,True,False
430-60-3493,A,1,0,0,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,4.2,94.8894.8894.8894.8894.8894.8894.88,True,False,False,False,False,False
139-20-0155,B,0,0,1,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,7.0,40.340.340.340.340.340.340.340.340.340.3,True,False,False,True,True,False
558-80-4082,C,0,1,0,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,6.0,27.8527.8527.8527.8527.8527.8527.85,False,False,True,True,False,True
278-97-7759,A,1,0,0,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,4.7,62.48,True,False,False,False,False,False
316-68-6352,A,1,0,0,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,7.1,36.3636.36,True,False,False,False,False,False
585-03-5943,B,0,0,1,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,5.9,18.1118.1118.1118.1118.1118.1118.1118.1118.1118.11,False,False,True,True,False,True
211-05-0490,C,0,1,0,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,7.5,51.9251.9251.9251.9251.92,True,False,False,False,False,False
727-75-6477,C,0,1,0,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,6.4,28.8428.8428.8428.84,False,False,True,True,False,False
744-02-5987,A,1,0,0,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,5.8,78.3878.3878.3878.3878.3878.38,True,False,False,True,False,True
307-83-9164,A,1,0,0,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,4.5,60.0160.0160.0160.01,True,False,False,True,False,False
779-06-0012,C,0,1,0,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,7.7,88.61,True,False,False,False,False,False
446-47-6729,C,0,1,0,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,6.7,99.8299.82,False,False,True,True,True,False
573-10-3877,B,0,0,1,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,4.7,39.01,True,False,False,True,True,False
735-06-4124,C,0,1,0,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,4.4,48.61,False,False,True,True,False,False
439-54-7422,A,1,0,0,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,4.7,51.1951.1951.1951.19,False,False,True,False,True,False
396-90-2219,B,0,0,1,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,8.6,14.9614.9614.9614.9614.9614.9614.9614.96,False,False,True,False,False,False
411-77-0180,A,1,0,0,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,4.3,72.272.272.272.272.272.272.2,True,False,False,True,False,True
286-01-5402,A,1,0,0,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,9.6,40.2340.2340.2340.2340.2340.2340.23,False,False,True,False,False,False
803-17-8013,A,1,0,0,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,4.1,88.7988.7988.7988.7988.7988.7988.7988.79,True,False,False,False,False,False
512-98-1403,A,1,0,0,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,4.7,26.4826.4826.48,True,False,False,False,False,True
848-42-2560,A,1,0,0,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,7.8,81.9181.91,False,False,True,False,False,False
532-59-7201,B,0,0,1,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,5.5,79.9379.9379.9379.9379.9379.93,True,False,False,True,False,False
181-94-6432,C,0,1,0,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,9.7,69.3369.33,True,False,False,True,False,True
870-76-1733,A,1,0,0,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,4.4,14.2314.2314.2314.2314.23,True,False,False,False,True,False
423-64-4619,A,1,0,0,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,5.0,15.5515.5515.5515.5515.5515.5515.5515.5515.55,True,False,False,False,False,False
227-07-4446,C,0,1,0,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,4.4,78.1378.1378.1378.1378.1378.1378.1378.1378.1378.13,True,False,False,False,False,False
174-36-3675,C,0,1,0,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,5.2,99.3799.37,True,False,False,True,False,False
428-83-5800,C,0,1,0,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,7.3,21.0821.0821.08,True,False,False,False,False,False
603-07-0961,C,0,1,0,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,4.9,74.7974.7974.7974.7974.79,True,False,False,True,False,False
704-20-4138,C,0,1,0,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,8.1,29.6729.6729.6729.6729.6729.6729.67,True,False,False,False,True,False
787-15-1757,C,0,1,0,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,8.4,44.0744.0744.0744.07,True,False,False,True,False,True
649-11-3678,C,0,1,0,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,5.5,22.9322.9322.9322.9322.9322.9322.9322.9322.93,False,False,True,False,False,False
622-20-1945,C,0,1,0,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,8.4,39.42,False,False,True,False,False,False
372-94-8041,A,1,0,0,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,9.8,15.2615.2615.2615.2615.2615.26,False,False,True,True,False,True
563-91-7120,A,1,0,0,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,6.7,61.7761.7761.7761.7761.77,False,False,True,False,False,False
746-54-5508,A,1,0,0,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,9.4,21.5221.5221.5221.5221.5221.52,False,False,True,True,True,False
276-54-0879,B,0,0,1,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,6.4,97.7497.7497.7497.74,False,False,True,True,False,True
815-11-1168,A,1,0,0,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,5.4,99.7899.7899.7899.7899.78,True,False,False,True,False,False
719-76-3868,C,0,1,0,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,8.6,94.2694.2694.2694.26,True,False,False,True,False,False
730-61-8757,B,0,0,1,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,4.0,51.1351.1351.1351.13,True,False,False,True,True,False
340-66-0321,A,1,0,0,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,7.6,36.3636.3636.3636.36,True,False,False,True,False,False
868-81-1752,B,0,0,1,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,6.8,22.0222.0222.0222.0222.0222.0222.0222.0222.02,False,False,True,True,False,False
634-97-8956,A,1,0,0,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,9.1,32.932.932.9,False,False,True,True,True,False
566-71-1091,A,1,0,0,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,5.5,77.0277.0277.0277.0277.02,False,False,True,True,False,False
442-48-3607,A,1,0,0,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,7.9,23.4823.48,True,False,False,True,True,False
835-16-0096,C,0,1,0,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,8.5,14.714.714.714.714.7,True,False,False,True,False,True
527-09-6272,A,1,0,0,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17,9.1,28.4528.4528.4528.4528.45,True,False,False,False,True,False
